Node	Cluster	Color	Origin
HHATL	1	#D10505	RWR Added
HIST1H3A	1	#D10505	RWR Added
HJV	1	#D10505	RWR Added
HK1	1	#D10505	Disease Gene
HMGCR	1	#D10505	Disease Gene
HNRNPA2B1	1	#D10505	Disease Gene
HNRNPDL	1	#D10505	Disease Gene
HNRNPF	1	#D10505	RWR Added
HNRNPU	1	#D10505	RWR Added
HOXD10	1	#D10505	Disease Gene
HPDL	1	#D10505	Disease Gene
HRAS	1	#D10505	Disease Gene
HRC	1	#D10505	RWR Added
HSCB	1	#D10505	RWR Added
HSPA1B	1	#D10505	RWR Added
HSPA5	1	#D10505	RWR Added
HSPA6	1	#D10505	RWR Added
HSPB6	1	#D10505	RWR Added
IARS2	1	#D10505	RWR Added
IBA57	1	#D10505	Disease Gene
ICK	1	#D10505	RWR Added
IFRD1	1	#D10505	Disease Gene
ILK	1	#D10505	Disease Gene
ILVBL	1	#D10505	RWR Added
INA	1	#D10505	RWR Added
INF2	1	#D10505	Disease Gene
INPP5K	1	#D10505	Disease Gene
ISCU	1	#D10505	Disease Gene
ITGBL1	1	#D10505	RWR Added
ITPR1	1	#D10505	Disease Gene
ITPR3	1	#D10505	Disease Gene
JAG1	1	#D10505	Disease Gene
JAG2	1	#D10505	Disease Gene
JPH1	1	#D10505	RWR Added
JPH2	1	#D10505	Disease Gene
JUP	1	#D10505	Disease Gene
KARS	1	#D10505	Disease Gene
KAT2B	1	#D10505	RWR Added
KBTBD13	1	#D10505	Disease Gene
KBTBD6	1	#D10505	RWR Added
KCNA1	1	#D10505	Disease Gene
KCNA5	1	#D10505	Disease Gene
KCNC3	1	#D10505	Disease Gene
KCNE1	1	#D10505	Disease Gene
KCNE2	1	#D10505	Disease Gene
KCNH2	1	#D10505	Disease Gene
KCNJ18	1	#D10505	Disease Gene
KCNJ2	1	#D10505	Disease Gene
KCNJ5	1	#D10505	Disease Gene
KCNQ1	1	#D10505	Disease Gene
KCTD9	1	#D10505	RWR Added
KIAA1671	1	#D10505	RWR Added
KIAA1841	1	#D10505	RWR Added
KIDINS220	1	#D10505	Disease Gene
KIF17	1	#D10505	RWR Added
KIF1B	1	#D10505	Disease Gene
KIF20A	1	#D10505	Disease Gene
KIF21A	1	#D10505	Disease Gene
KIF26B	1	#D10505	Disease Gene
KLC1	1	#D10505	RWR Added
KLHL24	1	#D10505	Disease Gene
KLHL40	1	#D10505	Disease Gene
KLHL9	1	#D10505	Disease Gene
KPNA3	1	#D10505	Disease Gene
KRAS	1	#D10505	RWR Added
KY	1	#D10505	Disease Gene
L1CAM	1	#D10505	Disease Gene
LACC1	1	#D10505	RWR Added
LAMA3	1	#D10505	RWR Added
LAMA4	1	#D10505	Disease Gene
LAMA5	1	#D10505	Disease Gene
LAMB1	1	#D10505	RWR Added
LAMB2	1	#D10505	Disease Gene
LAMP2	1	#D10505	Disease Gene
LARGE1	1	#D10505	Disease Gene
LAS1L	1	#D10505	Disease Gene
LDHA	1	#D10505	Disease Gene
LIFR	1	#D10505	RWR Added
LIG3	1	#D10505	Disease Gene
LIMS2	1	#D10505	Disease Gene
LINC01587	1	#D10505	RWR Added
LITAF	1	#D10505	Disease Gene
LPIN1	1	#D10505	Disease Gene
LRIF1	1	#D10505	Disease Gene
LRP10	1	#D10505	Disease Gene
LRP4	1	#D10505	Disease Gene
LRSAM1	1	#D10505	Disease Gene
LRTM1	1	#D10505	RWR Added
MADD	1	#D10505	RWR Added
MAG	1	#D10505	Disease Gene
MAL	1	#D10505	RWR Added
MAP1A	1	#D10505	RWR Added
MAP3K1	1	#D10505	RWR Added
MAP3K20	1	#D10505	Disease Gene
MAPKBP1	1	#D10505	RWR Added
MAPT	1	#D10505	Disease Gene
MARC1	1	#D10505	RWR Added
MARS2	1	#D10505	Disease Gene
MCOLN1	1	#D10505	Disease Gene
MECP2	1	#D10505	RWR Added
MED23	1	#D10505	RWR Added
MEOX2	1	#D10505	RWR Added
MET	1	#D10505	Disease Gene
MFN1	1	#D10505	RWR Added
MFN2	1	#D10505	Disease Gene
MGME1	1	#D10505	Disease Gene
MIB1	1	#D10505	Disease Gene
MICU1	1	#D10505	Disease Gene
MIR1-1HG	1	#D10505	RWR Added
MLIP	1	#D10505	Disease Gene
MMP2	1	#D10505	RWR Added
MMS19	1	#D10505	RWR Added
MORC2	1	#D10505	Disease Gene
MOV10	1	#D10505	RWR Added
MPDU1	1	#D10505	Disease Gene
MPV17	1	#D10505	Disease Gene
MPZ	1	#D10505	Disease Gene
MRE11	1	#D10505	RWR Added
MRPL3	1	#D10505	Disease Gene
MRPL44	1	#D10505	Disease Gene
MRPS25	1	#D10505	Disease Gene
MRPS9	1	#D10505	RWR Added
MSTN	1	#D10505	Disease Gene
MTM1	1	#D10505	Disease Gene
MTMR2	1	#D10505	Disease Gene
MTO1	1	#D10505	Disease Gene
MTPAP	1	#D10505	Disease Gene
MYBPC2	1	#D10505	RWR Added
MYBPH	1	#D10505	RWR Added
MYC	1	#D10505	RWR Added
MYCBP2	1	#D10505	RWR Added
MYF5	1	#D10505	RWR Added
MYF6	1	#D10505	RWR Added
MYH1	1	#D10505	RWR Added
MYH10	1	#D10505	RWR Added
MYH4	1	#D10505	RWR Added
MYH6	1	#D10505	Disease Gene
MYH8	1	#D10505	Disease Gene
MYL1	1	#D10505	Disease Gene
MYL4	1	#D10505	Disease Gene
MYL6B	1	#D10505	RWR Added
MYLK	1	#D10505	RWR Added
MYLK3	1	#D10505	RWR Added
MYMX	1	#D10505	Disease Gene
